Key,time,HashRate-Doge,VtyDayRet180d-Doge,VtyDayRet30d-Doge,principal_market_price_usd-Doge,principal_market_usd-Doge
1000361,2023/09/26,825.3815442,0.031549394,0.014346694,0.060919381,binance-doge-usdt-spot
1000362,2023/09/27,794.814795,0.031391607,0.014294572,0.060589415,binance-doge-usdt-spot
1000363,2023/09/28,811.4732625,0.031092452,0.011951858,0.060499497,binance-doge-usdt-spot
1000364,2023/09/29,804.3087422,0.030999395,0.012201975,0.06151295,binance-doge-usdt-spot
1000365,2023/09/30,806.2715614,0.027451371,0.010824268,0.062129353,binance-doge-usdt-spot
1000366,2023/10/01,804.4469197,0.027487234,0.011312174,0.062066386,binance-doge-usdt-spot
1000367,2023/10/02,744.1350835,0.027483979,0.011765256,0.0632014,binance-doge-usdt-spot
1000368,2023/10/03,792.5132805,0.0267648,0.011879855,0.062024599,binance-doge-usdt-spot
1000369,2023/10/04,825.1437318,0.026642612,0.011893027,0.061373737,binance-doge-usdt-spot
1000370,2023/10/05,790.0941225,0.026636524,0.011666905,0.06148595,binance-doge-usdt-spot
1000371,2023/10/06,779.6554543,0.026581949,0.011746147,0.060865706,binance-doge-usdt-spot
1000372,2023/10/07,833.236056,0.026531032,0.011751711,0.061402099,binance-doge-usdt-spot
1000373,2023/10/08,810.4130745,0.026525819,0.011805074,0.061473507,binance-doge-usdt-spot
1000374,2023/10/09,768.4879005,0.026658215,0.013542909,0.06099603,binance-doge-usdt-spot
1000375,2023/10/10,823.4317205,0.02642011,0.012334736,0.058743943,binance-doge-usdt-spot
1000376,2023/10/11,828.1961872,0.026398423,0.012182703,0.059138182,binance-doge-usdt-spot
1000377,2023/10/12,804.1857938,0.026399447,0.012125845,0.058501271,binance-doge-usdt-spot
1000378,2023/10/13,821.7453374,0.026376236,0.012197684,0.057859603,binance-doge-usdt-spot
1000379,2023/10/14,865.607688,0.026442253,0.012898784,0.058395565,binance-doge-usdt-spot
1000380,2023/10/15,831.1534805,0.026354403,0.012860701,0.059838284,binance-doge-usdt-spot
1000381,2023/10/16,831.9329479,0.025851694,0.013078349,0.059379851,binance-doge-usdt-spot
1000382,2023/10/17,797.3155714,0.025691179,0.013266303,0.060036395,binance-doge-usdt-spot
1000383,2023/10/18,820.482467,0.025260197,0.013174627,0.059081376,binance-doge-usdt-spot
1000384,2023/10/19,778.641436,0.025188883,0.012973519,0.058611234,binance-doge-usdt-spot
1000385,2023/10/20,763.7365781,0.025204435,0.013559856,0.058897063,binance-doge-usdt-spot
1000386,2023/10/21,811.3055866,0.025252809,0.013583673,0.059938259,binance-doge-usdt-spot
1000387,2023/10/22,806.4882336,0.025237189,0.013641052,0.061225209,binance-doge-usdt-spot
1000388,2023/10/23,850.4574169,0.025984216,0.020387162,0.061719605,binance-doge-usdt-spot
1000389,2023/10/24,798.3208231,0.025936994,0.020269607,0.067439353,binance-doge-usdt-spot
1000390,2023/10/25,823.584626,0.02602387,0.020759864,0.066585041,binance-doge-usdt-spot
1000391,2023/10/26,789.5128975,0.026260017,0.022205151,0.068323882,binance-doge-usdt-spot
1000392,2023/10/27,851.0882799,0.02655854,0.025014655,0.071857448,binance-doge-usdt-spot
1000393,2023/10/28,842.588462,0.026575569,0.025017366,0.067806144,binance-doge-usdt-spot
1000394,2023/10/29,811.7518627,0.026581239,0.024976916,0.06902387,binance-doge-usdt-spot
1000395,2023/10/30,787.0369433,0.026566025,0.024959738,0.069374325,binance-doge-usdt-spot
1000396,2023/10/31,758.0741098,0.026585491,0.025264832,0.06965736,binance-doge-usdt-spot
