Key,time,HashRate-BTC,VelCur1yr-BTC,VtyDayRet180d-BTC,VtyDayRet30d-BTC,principal_market_price_usd-BTC,principal_market_usd-BTC
1000381,2023/10/16,417078811.5,7.64674276,0.018579936,0.015467295,27186.13,coinbase-btc-usd-spot
1000382,2023/10/17,491483968.4,7.626259892,0.018525932,0.015473298,28520.24,coinbase-btc-usd-spot
1000383,2023/10/18,439908488.3,7.597465163,0.018346075,0.015444524,28415.8,kraken-btc-usd-spot
1000384,2023/10/19,424739231,7.550223011,0.018313527,0.015329682,28335.1,kraken-btc-usd-spot
1000385,2023/10/20,406536124,7.51729495,0.018483337,0.016435206,28726.9,kraken-btc-usd-spot
1000386,2023/10/21,455077750,7.466013848,0.018488597,0.015813517,29688,bitstamp-btc-usd-spot
1000387,2023/10/22,464179303.5,7.434459846,0.018373201,0.015803227,29920.2,kraken-btc-usd-spot
1000388,2023/10/23,476314711.1,7.428476681,0.019666605,0.022821821,30002,bitstamp-btc-usd-spot
1000389,2023/10/24,382265308.8,7.410692387,0.019579328,0.022855856,33084.4,kraken-btc-usd-spot
1000390,2023/10/25,436874638.6,7.375110746,0.019617037,0.022860535,33917,bitstamp-btc-usd-spot
1000391,2023/10/26,455077750,7.321285315,0.019626795,0.022983195,34498,bitstamp-btc-usd-spot
1000392,2023/10/27,467213153.2,7.281873817,0.019636586,0.023191157,34155.2,kraken-btc-usd-spot
1000393,2023/10/28,485416264.6,7.252999751,0.019358249,0.022951489,33915.1,kraken-btc-usd-spot
1000394,2023/10/29,415637677.5,7.224908686,0.019329372,0.022859785,34092.1,kraken-btc-usd-spot
1000395,2023/10/30,482896145.8,7.219779946,0.019312532,0.022918497,34529.5,kraken-btc-usd-spot
1000396,2023/10/31,481286783.4,7.182524042,0.019305745,0.022341988,34508.1,kraken-btc-usd-spot
